,Name,Position,Number,Height,Academic Year,Hometown,Highschool,Weight,Year,Team
22,Max Waldau,GK,26,6' 2'',Fr.,"Fort Myers, Fla.",Canterbury,175 lbs,2018,mens soccer
23,Matt Rytel,M,28,6' 0'',Jr.,"Pittsburgh, Pa.",Shady Side Academy,165 lbs,2018,mens soccer
24,Austin Lind,F,29,6' 3'',Jr.,"North Kingstown, R.I.",North Kingstown,170 lbs,2018,mens soccer
25,Dennis Pyetsukh,F,31,6' 3'',Fr.,"Dawsonville, Ga.",Dawson County,187 lbs,2018,mens soccer
0,James Swomley,GK,1,6' 5'',So.,"Newton, Mass.",Newton North,180 lbs,2019,mens soccer
1,Jack Hagstrom,D,3,6' 4'',Sr.,"Middleton, Wis.",Middleton,180 lbs,2019,mens soccer
2,Zakary Lawal,D,4,6' 1'',Fr.,"Placentia, Calif.",Valencia,172 lbs,2019,mens soccer
3,Will Mims,D,6,6' 0'',Jr.,"Asheville, N.C.",AC Reynolds,175 lbs,2019,mens soccer
4,Jackson Goebel,D,7,5' 11'',Sr.,"uston, Texas",Klein,170 lbs,2019,mens soccer
5,Rodrigo D'Andrea,M,8,6' 2'',Sr.,"Sao Paulo, Brazil",The Dwight School,162 lbs,2019,mens soccer
6,Alex Mina,F,9,6' 5'',So.,"Aldie, Va.",John Champe,182 lbs,2019,mens soccer
7,Matthew Chow,F,10,5' 9'',Sr.,"Vancouver, British Columbia",Vancouver College,148 lbs,2019,mens soccer
8,Brady Van Epps,F,11,6' 4'',Fr.,"Clifton Park, N.Y.",Christian Brothers Academy,150 lbs,2019,mens soccer
9,Owen Schwartz,D,13,6' 3'',Fr.,"Mill Valley, Calif.",Tamalpais,185 lbs,2019,mens soccer
10,John Vrablic,F,14,6' 4'',Jr.,"Avon, Ohi",Saint Ignatius,172 lbs,2019,mens soccer
11,Malcolm Johnson,F,15,5' 8'',So.,"Wilmington, Del.",Tower Hill School,150 lbs,2019,mens soccer
12,Will Crain,D,16,6' 1'',So.,"Athens, Ga.",Laurel Springs School,162 lbs,2019,mens soccer
13,Max Gross,GK,18,6' 2'',Jr.,"alifax, Nova Scotia",Phillips Exeter Academy,190 lbs,2019,mens soccer
14,Derek Waleffe,M,19,5' 11'',So.,"Madison, Wis.",Middleton,150 lbs,2019,mens soccer
15,Paul Elliott,M,20,5' 10'',Fr.,"Denver, Colo.",Denver East,165 lbs,2019,mens soccer
16,Zac Anderson,M,23,5' 8'',Sr.,"Granite Bay, Calif.",Granite Bay,150 lbs,2019,mens soccer
17,Nicolas Perez,M,24,6' 0'',So.,"Atlanta, Ga.",Atlanta International,165 lbs,2019,mens soccer
18,Daniel Schiller,M,25,6' 0'',Sr.,"Glenview, Ill.",Glenbrook South,160 lbs,2019,mens soccer
19,Max Waldau,GK,26,6' 2'',So.,"Fort Myers, Fla.",Canterbury,175 lbs,2019,mens soccer
20,Michael Chung,D,27,5' 10'',Fr.,"Medina, Wash.",Bellevue,155 lbs,2019,mens soccer
21,Matt Rytel,M,28,6' 0'',Sr.,"Pittsburgh, Pa.",Shady Side Academy,165 lbs,2019,mens soccer
22,Austin Lind,F,29,6' 3'',Sr.,"North Kingstown, R.I.",North Kingstown,170 lbs,2019,mens soccer
23,Marcus Gabrielli,D,30,6' 3'',Fr.,"New York, N.Y.",Eleanor Roosevelt,170 lbs,2019,mens soccer
24,Dennis Pyetsukh,F,31,6' 3'',So.,"Dawsonville, Ga.",Dawson County,187 lbs,2019,mens soccer
0,James Swomley,GK,1,6' 5'',Jr.,"Newton, Mass.",Newton North,180 lbs,2020,mens soccer
1,Zakary Lawal,D,4,6' 1'',So.,"Placentia, Calif.",Valencia,172 lbs,2020,mens soccer
2,Will Mims,D,6,6' 0'',Sr.,"Asheville, N.C.",AC Reynolds,175 lbs,2020,mens soccer
3,Alex Mina,F,9,6' 5'',Jr.,"Aldie, Va.",John Champe,182 lbs,2020,mens soccer
4,Brady Van Epps,F,11,6' 4'',So.,"Clifton Park, N.Y.",Christian Brothers Academy,150 lbs,2020,mens soccer
5,Owen Schwartz,D,13,6' 3'',So.,"Mill Valley, Calif.",Tamalpais,185 lbs,2020,mens soccer
6,John Vrablic,F,14,6' 4'',Sr.,"Avon, Ohi",Saint Ignatius,172 lbs,2020,mens soccer
7,Malcolm Johnson,F,15,5' 8'',Jr.,"Wilmington, Del.",Tower Hill School,150 lbs,2020,mens soccer
8,Will Crain,D,16,6' 1'',Jr.,"Athens, Ga.",Laurel Springs School,162 lbs,2020,mens soccer
9,Max Gross,GK,18,6' 2'',Sr.,"alifax, Nova Scotia",Phillips Exeter Academy,190 lbs,2020,mens soccer
10,Derek Waleffe,M,19,5' 11'',Jr.,"Madison, Wis.",Middleton,150 lbs,2020,mens soccer
11,Paul Elliott,M,20,5' 10'',So.,"Denver, Colo.",Denver East,165 lbs,2020,mens soccer
12,Nicolas Perez,M,24,6' 0'',Jr.,"Atlanta, Ga.",Atlanta International,165 lbs,2020,mens soccer
13,Max Waldau,GK,26,6' 2'',Jr.,"Fort Myers, Fla.",Canterbury,175 lbs,2020,mens soccer
14,Michael Chung,D,27,5' 10'',So.,"Medina, Wash.",Bellevue,155 lbs,2020,mens soccer
15,Marcus Gabrielli,D,30,6' 3'',So.,"New York, N.Y.",Eleanor Roosevelt,170 lbs,2020,mens soccer
16,Dennis Pyetsukh,F,31,6' 3'',Jr.,"Dawsonville, Ga.",Dawson County,187 lbs,2020,mens soccer
17,Position M,,Charlie Adams,,,,,"Hometown Norwich, Vt.",2020,mens soccer
18,Position D,,Noah Atanda,,,,,"Hometown Olney, Md.",2020,mens soccer
19,Position M,,Tanner Barry,,,,,"Hometown Chapel Hill, N.C.",2020,mens soccer
20,Position D,,Cian Carlson,,,,,"Hometown Madison, Wis.",2020,mens soccer
21,Position M,,Jack Cloherty,,,,,"Hometown Wellesley, Mass.",2020,mens soccer
22,Position M,,Kojo Dadzie,,,,,"Hometown Redmond, Wash.",2020,mens soccer
23,Position M,,Will Hassett,,,,,"Hometown Providence, R.I.",2020,mens soccer
24,Position D,,Taha Kina,,,,,"Hometown Maynard, Mass.",2020,mens soccer
25,Position M,,Levi Pillar,,,,,"Hometown Los Angeles, Calif.",2020,mens soccer
26,Position F,,Evan Posnanski,,,,,"Hometown Mount Pleasant, S.C.",2020,mens soccer
0,James Swomley,GK,1,6' 5'',Sr.,"Newton, Mass.",Newton North,180 lbs,2021,mens soccer
1,Owen Schwartz,D,2,6' 3'',Jr.,"Mill Valley, Calif.",Tamalpais,185 lbs,2021,mens soccer
2,Taha Kina,D,3,6' 1'',So.,"Maynard, Mass.",Concord Academy,180 lbs,2021,mens soccer
3,Zakary Lawal,D,4,6' 1'',Jr.,"Placentia, Calif.",Valencia,170 lbs,2021,mens soccer
4,Noah Atanda,D,5,6' 1'',So.,"Olney, Md.",Sherwood,200 lbs,2021,mens soccer
5,Keegan Walpole,D,6,5' 11'',Fr.,"West Chester, Pa.",Salesianum School,165 lbs,2021,mens soccer
6,Jack Cloherty,M,7,6' 0'',Fr.,"Wellesley, Mass.",Roxbury Latin School,175 lbs,2021,mens soccer
7,Will Crain,D,8,6' 1'',Sr.,"Athens, Ga.",Laurel Springs School,160 lbs,2021,mens soccer
8,Alex Mina,F,9,6' 5'',Sr.,"Aldie, Va.",John Champe,180 lbs,2021,mens soccer
9,Nicolas Perez,M,10,6' 0'',Jr.,"Atlanta, Ga.",Atlanta International,165 lbs,2021,mens soccer
10,Brady Van Epps,F,11,6' 4'',Jr.,"Clifton Park, N.Y.",Christian Brothers Academy,150 lbs,2021,mens soccer
11,Evan Posnanski,F,12,6' 2'',Fr.,"Mount Pleasant, S.C.",Wando,175 lbs,2021,mens soccer
12,Andrew Rose,M,13,6' 0'',Fr.,"Bellevue, Wash.",Bellevue,160 lbs,2021,mens soccer
13,Mike Balleani,F,14,5' 10'',Fr.,"Woburn, Mass.",Noble and Greenough School,175 lbs,2021,mens soccer
14,Malcolm Johnson,F,15,5' 8'',Sr.,"Wilmington, Del.",Tower Hill School,150 lbs,2021,mens soccer
15,Tanner Barry,M,16,5' 11'',Fr.,"Chapel Hill, N.C.",Durham Academy,165 lbs,2021,mens soccer
16,Gavin Tabije,D,17,5' 9'',Fr.,"Old Bridge, N.J.",Seton Hall Preparatory School,150 lbs,2021,mens soccer
17,Connor Smith,GK,18,6' 2'',Fr.,"Davidsonville, Md.",McDonogh School,195 lbs,2021,mens soccer
18,Derek Waleffe,M,19,5' 11'',Sr.,"Madison, Wis.",Middleton,150 lbs,2021,mens soccer
19,Charlie Adams,M,20,5' 9'',So.,"Norwich, Vt.",Hanover,155 lbs,2021,mens soccer
20,Cian Carlson,D,21,6' 2'',So.,"Madison, Wis.",Middleton,195 lbs,2021,mens soccer
21,Paul Elliott,M,22,5' 10'',Jr.,"Denver, Colo.",Denver East,165 lbs,2021,mens soccer
22,Kojo Dadzie,M,23,5' 9'',So.,"Redmond, Wash.",Redmond,165 lbs,2021,mens soccer
23,Kyle Gee,M,24,5' 8'',Fr.,"Charlotte, N.C.",YSC Academy,140 lbs,2021,mens soccer
24,Levi Pillar,M,25,6' 2'',So.,"Los Angeles, Calif.",Windward,175 lbs,2021,mens soccer
25,Max Waldau,GK,26,6' 2'',Sr.,"Fort Myers, Fla.",Canterbury,175 lbs,2021,mens soccer
26,Michael Chung,D,27,5' 10'',Jr.,"Medina, Wash.",Bellevue,155 lbs,2021,mens soccer
27,Will Hassett,M,28,5' 11'',So.,"Providence, R.I.",Moses Brown,150 lbs,2021,mens soccer
28,Cal Walsh,M/B,29,5' 11'',Fr.,"West Chester, Pa.",Salesianum School,170 lbs,2021,mens soccer
29,Harri Sprofera,D,30,6' 2'',Fr.,"Medfield, Mass.",Noble and Greenough School,185 lbs,2021,mens soccer
30,Dennis Pyetsukh,F,31,6' 3'',Sr.,"Dawsonville, Ga.",Dawson County,190 lbs,2021,mens soccer
0,Henrik Weiper,GK,1,,Fr.,"Mainz, Germany",Otto-Schott-Gymnasium Mainz Gonsenheim,,2022,mens soccer
1,Owen Schwartz,D,2,,Sr.,"Mill Valley, Calif.",Tamalpais,,2022,mens soccer
2,Zakary Lawal,D,4,,Sr.,"Placentia, Calif.",Valencia,,2022,mens soccer
3,Taha Kina,D,5,,Jr.,"Maynard, Mass.",Concord Academy,,2022,mens soccer
4,Scott Gustafson,M,6,,Jr.,"Ashland, Ore.",Ashland,,2022,mens soccer
5,Jack Cloherty,M,8,,So.,"Wellesley, Mass.",Roxbury Latin School,,2022,mens soccer
6,Jamin Gogo Peters,F,9,,Fr.,"Forest Grove, Ore.",Baker Web Academy,,2022,mens soccer
7,Charlie Adams,M,10,,Jr.,"Norwich, Vt.",Hanover,,2022,mens soccer
8,Brady Van Epps,F,11,,Sr.,"Clifton Park, N.Y.",Christian Brothers Academy,,2022,mens soccer
9,Evan Posnanski,F,12,,So.,"Mount Pleasant, S.C.",Wando,,2022,mens soccer
10,Keegan Walpole,D,13,,So.,"West Chester, Pa.",Salesianum School,,2022,mens soccer
11,Mike Balleani,F,14,,So.,"Woburn, Mass.",Noble and Greenough School,,2022,mens soccer
12,Langdon Gryglas,M/D,15,,Fr.,"artland, Wis.",Arrowhead,,2022,mens soccer
13,Tanner Barry,M,16,,So.,"Chapel Hill, N.C.",Durham Academy,,2022,mens soccer
14,Gavin Tabije,D,17,,So.,"Old Bridge, N.J.",Seton Hall Preparatory School,,2022,mens soccer
15,Connor Smith,GK,18,,So.,"Davidsonville, Md.",McDonogh School,,2022,mens soccer
16,Dylan Ellis,F,19,,Fr.,"Macon, Ga.",IMG Academy,,2022,mens soccer
17,Adolfo Diaz,M,20,,Fr.,"Arlington Heights, Ill.",Shattuck St. Mary's,,2022,mens soccer
18,Noah Atanda,D,21,,Jr.,"Olney, Md.",Sherwood,,2022,mens soccer
19,Paul Elliott,M,22,,Sr.,"Denver, Colo.",Denver East,,2022,mens soccer
20,Kojo Dadzie,M,23,,Jr.,"Redmond, Wash.",Redmond,,2022,mens soccer
21,Kyle Gee,M,24,,So.,"Charlotte, N.C.",YSC Academy,,2022,mens soccer
22,Greyson Mitchell,F,25,,Fr.,"Littleton, Colo.",Heritage,,2022,mens soccer
23,Hudson Blatteis,GK,26,,Jr.,igh," Angeles, Calif.",,2022,mens soccer
24,Michael Chung,D,27,,Sr.,"Medina, Wash.",Bellevue,,2022,mens soccer
25,Cal Walsh,M/B,29,,So.,"West Chester, Pa.",Salesianum School,,2022,mens soccer
26,Harri Sprofera,D,30,,So.,"Medfield, Mass.",Noble and Greenough School,,2022,mens soccer
0,Henrik Weiper,GK,1,,So.,"Mainz, Germany",Otto-Schott-Gymnasium Mainz Gonsenheim,,2023,mens soccer
1,Iyke Dafe,D,2,,Fr.,"Missouri City, Texas",Elkins High School,,2023,mens soccer
2,Tanner Barry,M,3,,Jr.,"Chapel Hill, N.C.",Durham Academy,,2023,mens soccer
3,Taha Kina,D,5,,Sr.,"Maynard, Mass.",Concord Academy,,2023,mens soccer
4,Scott Gustafson,M,6,,Sr.,"Ashland, Ore.",Ashland,,2023,mens soccer
5,Lorenzo Amaral,F,7,,Fr.,"Orlando, Fla.",Oviedo,,2023,mens soccer
6,Jack Cloherty,M,8,,Jr.,"Wellesley, Mass.",Roxbury Latin School,,2023,mens soccer
7,Jamin Gogo Peters,F,9,,So.,"Forest Grove, Ore.",Baker Web Academy,,2023,mens soccer
8,Charlie Adams,M,10,,Sr.,"Norwich, Vt.",Hanover,,2023,mens soccer
9,Carlo Brown,F,11,,Fr.,"New York, N.Y.",The Beacon School,,2023,mens soccer
10,Keegan Walpole,D,13,,Jr.,"West Chester, Pa.",Salesianum School,,2023,mens soccer
11,Mike Balleani,F,14,,Jr.,"Woburn, Mass.",Noble and Greenough School,,2023,mens soccer
12,Langdon Gryglas,M/D,15,,So.,"artland, Wis.",Arrowhead,,2023,mens soccer
13,Shayne Thompson,D,16,,Fr.,"Miramar, Fla.",Archbishop McCarthy,,2023,mens soccer
14,Gavin Tabije,D,17,,Jr.,"Old Bridge, N.J.",Seton Hall Preparatory School,,2023,mens soccer
15,Zion Wharton,M,18,,Fr.,"Atlanta, Ga.",Mount Vernon School,,2023,mens soccer
16,Dylan Ellis,F,19,,So.,"Macon, Ga.",IMG Academy,,2023,mens soccer
17,Adolfo Diaz,M,20,,So.,"Arlington Heights, Ill.",Shattuck St. Mary's,,2023,mens soccer
18,Noah Atanda,D,21,,Sr.,"Olney, Md.",Sherwood,,2023,mens soccer
19,Heechan Han,D,22,,Fr.,"Weston, Fla.",Cypress Bay,,2023,mens soccer
20,Kojo Dadzie,M,23,,Sr.,"Redmond, Wash.",Redmond,,2023,mens soccer
21,Kyle Gee,M,24,,Jr.,"Charlotte, N.C.",YSC Academy,,2023,mens soccer
22,Greyson Mitchell,F,25,,So.,"Littleton, Colo.",Heritage,,2023,mens soccer
23,Diego Elizalde,F/M,26,,Fr.,"Newport, Ore.",Baker Charter School,,2023,mens soccer
24,Levi Pillar,M,27,,Sr.,"Los Angeles, Calif.",Windward,,2023,mens soccer
25,Carter Smith,D,28,,Fr.,"Jersey City, N.J.",The Trinity School,,2023,mens soccer
26,Cal Walsh,M/B,29,,Jr.,"West Chester, Pa.",Salesianum School,,2023,mens soccer
27,Harri Sprofera,D,30,,Jr.,"Medfield, Mass.",Noble and Greenough School,,2023,mens soccer
28,Connor Smith,GK,31,,Jr.,"Davidsonville, Md.",McDonogh School,,2023,mens soccer
29,Hudson Blatteis,GK,32,,Sr.,"Los Angeles, Calif.",Harvard-Westlake,,2023,mens soccer
0,Samantha Adelberg,Middle Distance,,,Sr.,"Washington, DC",Potomac School,,2010-11,womens track and field
1,Niina Al-Hassan,Sprints,,,Fr.,"Secaucus, NJ",Pullman High School,,2010-11,womens track and field
2,Gabriela Baiter,Jumps,,,Sr.,"Greenlawn, NY",John Glenn,,2010-11,womens track and field
3,Rachel Baker,Distance,,,So.,"Redondo Beach, CA",Redondo Union High School,,2010-11,womens track and field
4,Brielle Beaudette,Sprints,,,Sr.,"Agawam, MA",Suffield Academy,,2010-11,womens track and field
5,Holleigh Bergstrom,Throws,,,Fr.,"Eugene, OR",Mount Spokane,,2010-11,womens track and field
6,Rachel Biblo,Jumps,,,Sr.,"Thiensville, WI",Homestead,,2010-11,womens track and field
7,Bridgette Black,XC/Distance,,,Jr.,"Hanover, NH",Hanover,,2010-11,womens track and field
8,Victoria Buhr,Throws,,,So.,"Cheboygan, MI",Cheboygan Area,,2010-11,womens track and field
9,Caitlin Clark,Middle Distance,,,Jr.,"Granite Bay, CA",Granite Bay,,2010-11,womens track and field
10,Lacey Craker,Throws,,,So.,"Baraboo, WI",Baraboo,,2010-11,womens track and field
11,Jara Crear,Jumps,,,Jr.,"New Orleans, LA",Metairie Park Country Day School,,2010-11,womens track and field
12,Brienna Crimmins,Jumps,,,Fr.,"Sacramento, CA",Rosemont,,2010-11,womens track and field
13,Galia Dietz,XC/Distance,,,So.,"Richland, WA",Richland High School,,2010-11,womens track and field
14,Samantha Dweck,Jumps,,,So.,"Carlisle, MA",Concord-Carlisle Regional,,2010-11,womens track and field
15,Jessica Eason,Throws,,,Fr.,"Boston, MA",Mansfield,,2010-11,womens track and field
16,Amanda Filberto,Sprints,,,Jr.,"Northport, NY",Northport,,2010-11,womens track and field
17,Melanie Fineman,Distance,,,Fr.,"Newton, MA",Newton South,,2010-11,womens track and field
18,Megan Fitzpatrick,Distance,,,Sr.,"Hopewell Valley, NJ",Hopewell Valley Central,,2010-11,womens track and field
19,Roseanne Fleming,XC/Distance,,,Jr.,"Westlake Village, CA",Oaks Christian,,2010-11,womens track and field
20,Ari Garber,XC/Distance,,,So.,"North Falmouth, MA",Moses Brown,,2010-11,womens track and field
21,Cara Harrison,Distance,,,Sr.,"Gaithersburg, MD",Quince Orchard,,2010-11,womens track and field
22,Chelsea Hartigan,Jumps,,,Fr.,"Wyckoff, NJ",Ramapo,,2010-11,womens track and field
23,Lucy Higgins,Sprints,,,Sr.,"Jeffersonville, VT",Lamonville Union,,2010-11,womens track and field
24,Elaine  Kuckertz,XC/Distance,,,Fr.,"Clarendon Hills, IL ",Hinsdale Central ,,2010-11,womens track and field
25,Colby Lubman,Sprints,,,Fr.,"Commack, NY",Commack,,2010-11,womens track and field
26,Hanna McPhee,Jumps,,,Fr.,"Wellesley, MA",Wellesley,,2010-11,womens track and field
27,Emily Mepham,XC/Distance,,,Jr.,"Sudbury, MA",Lincoln-Sudbury Regional,,2010-11,womens track and field
28,Olivia  Mickle ,XC/Distance,,,So.,"Sacramento, CA ",Loretto ,,2010-11,womens track and field
29,Michaeline Nelson,Middle Distance,,,Jr.,"McLean, VA",Potomac School,,2010-11,womens track and field
30,Elizabeth Peterson,Throws,,,So.,"Middletown, RI",Middletown,,2010-11,womens track and field
31,Lauren Pischel,Distance,,,Sr.,"La Jolla, CA",La Jolla Country Day HS,,2010-11,womens track and field
32,Tess  Plant-Thomas ,XC/Distance,,,So.,"San Diego, CA",La Jolla ,,2010-11,womens track and field
33,Kesley Ramsey,Middle Distance,,,Sr.,"Franklin Lakes, NJ",Ramapo,,2010-11,womens track and field
34,Carolyn  Ranti ,XC/Distance,,,So.,"Newton, MA",Newton North ,,2010-11,womens track and field
35,Brianna Rogers,XC/Distance,,,Jr.,"Moorestown, NJ",Moorestown,,2010-11,womens track and field
36,Angela Rugino ,Distance,,,So.,"Toms River, NJ",Toms River,,2010-11,womens track and field
37,Susan Scavone,Sprints,,,Jr.,"Summit, NJ",Summit High School,,2010-11,womens track and field
38,Bree Shugarts ,XC/Distance,,,So.,"Lewistown, PA ",Indian Valley ,,2010-11,womens track and field
39,Brynn Smith,Throws,,,Sr.,"Saco, ME",Thornton Academy,,2010-11,womens track and field
40,Natasha Smith,Multis/throws,,,Sr.,"Gloucester, MA",Waring,,2010-11,womens track and field
41,Shannon Stacey,Middle Distance,,,Jr.,"Galesburg, IL",Galesburg,,2010-11,womens track and field
42,Sasha Teninty,Distance,,,Fr.,"Eugene, OR",South Eugene,,2010-11,womens track and field
43,Olivia Thomas ,XC/Distance,,,Fr.,"Seattle, WA",King's ,,2010-11,womens track and field
44,Hannah Wallace,Jumps,,,So.,"Whitefish Bay, WI",Whitefish Bay,,2010-11,womens track and field
45,Chelsea Walters,Jumps,,,Rs.,"Plainsboro, NJ",West Windsor Plainsboro North,,2010-11,womens track and field
0,Niina Al-Hassan,Sprints,,,So.,"Secaucus, NJ",Pullman High School,,2011-12,womens track and field
1,Rachel Baker,Distance,,,Jr.,"Redondo Beach, CA",Redondo Union High School,,2011-12,womens track and field
2,Kelly Berg,Sprints,,,Fr.,"Manalpan, NJ",Freehold Township,,2011-12,womens track and field
3,Holleigh Bergstrom,Throws,,,So.,"Eugene, OR",Mount Spokane,,2011-12,womens track and field
4,Bridgette Black,XC/Distance,,,Sr.,"Hanover, NH",Hanover,,2011-12,womens track and field
5,Anna Boughtwood,Sprints,,,Fr.,"Rensselear, NY",Columbia High School,,2011-12,womens track and field
6,Heidi Caldwell,Distance,,,So.,"Hanover, NH",Hanover,,2011-12,womens track and field
7,Margaret Connelly,Distance,,,So.,"Chicago, IL",Fenwick,,2011-12,womens track and field
8,Lacey Craker,Throws,,,Jr.,"Baraboo, WI",Baraboo,,2011-12,womens track and field
9,Jara Crear,Jumps,,,Sr.,"New Orleans, LA",Metairie Park Country Day School,,2011-12,womens track and field
10,Brienna Crimmins,Jumps,,,So.,"Sacramento, CA",Rosemont,,2011-12,womens track and field
11,Efe Cudjoe,Sprints,,,Fr.,"Fort Myers, FL",Fort Myers,,2011-12,womens track and field
12,Audrey Davis,Distance,,,So.,"Galion, OH",Galion,,2011-12,womens track and field
13,Jordan DeLoach,Sprints,,,Fr.,"Bowie, MD",Queen Anne School,,2011-12,womens track and field
14,Kate DeSimone,Distance,,,So.,"Fort Wayne, IN",Canterbury,,2011-12,womens track and field
15,Jessica Eason,Throws,,,So.,"Boston, MA",Mansfield,,2011-12,womens track and field
16,Connie Emerson,Distance,,,So.,"Hanover, NH",Hanover,,2011-12,womens track and field
17,Melanie Fineman,Distance,,,So.,"Newton, MA",Newton South,,2011-12,womens track and field
18,Roseanne Fleming,XC/Distance,,,Sr.,"Westlake Village, CA",Oaks Christian,,2011-12,womens track and field
19,Ari Garber,XC/Distance,,,Sr.,"North Falmouth, MA",Moses Brown,,2011-12,womens track and field
20,Gabrielle Gennaci,Jumps,,,Fr.,"Boca Raton, FL",Boca Raton Community High School,,2011-12,womens track and field
21,Kat Grimes,Distance,,,So.,"Chatham, NJ",Chatham,,2011-12,womens track and field
22,Amanda Herrmann,Distance,,,Sr.,"Montgomery, NJ",Montgomery,,2011-12,womens track and field
23,Phoebe Hopkins,Sprints,,,Fr.,"Northampton, MA",Northampton High School,,2011-12,womens track and field
24,Elaine  Kuckertz,XC/Distance,,,Jr.,"Clarendon Hills, IL ",Hinsdale Central ,,2011-12,womens track and field
25,Tina Liu,Jumps,,,Fr.,"Wichita, KS",The Independent School,,2011-12,womens track and field
26,Colby Lubman,Sprints,,,So.,"Commack, NY",Commack,,2011-12,womens track and field
27,Hanna McPhee,Jumps,,,So.,"Wellesley, MA",Wellesley,,2011-12,womens track and field
28,Emily Mepham,XC/Distance,,,Sr.,"Sudbury, MA",Lincoln-Sudbury Regional,,2011-12,womens track and field
29,Olivia  Mickle ,XC/Distance,,,Jr.,"Sacramento, CA ",Loretto ,,2011-12,womens track and field
30,Mimi Narbonne,Sprints,,,Fr.,"Lancaster, MA",Bromfield School,,2011-12,womens track and field
31,Megan Palmer,Distance,,,So.,"Whitefish Bay, WI",Whitefish Bay,,2011-12,womens track and field
32,Monica Pechanec,Jumps,,,Fr.,"Phillipsburg, NJ",Notre Dame Green Pond,,2011-12,womens track and field
33,Tess  Plant-Thomas ,XC/Distance,,,Jr.,"San Diego, CA",La Jolla ,,2011-12,womens track and field
34,Brianna Rogers,XC/Distance,,,Sr.,"Moorestown, NJ",Moorestown,,2011-12,womens track and field
35,Angela Rugino ,Distance,,,Jr.,"Toms River, NJ",Toms River,,2011-12,womens track and field
36,Susan Scavone,Sprints,,,Sr.,"Summit, NJ",Summit High School,,2011-12,womens track and field
37,Alex Stanton,Sprints,,,Fr.,"Medfield, MA",Medfield,,2011-12,womens track and field
38,Sasha Teninty,Distance,,,So.,"Eugene, OR",South Eugene,,2011-12,womens track and field
39,Jenn Thomas,Distance,,,So.,"Attleboro, MA",Bishop Feehan,,2011-12,womens track and field
40,Elena Venable,Sprints,,,Fr.,"Santa Cruz, CA",Santa Cruz,,2011-12,womens track and field
41,Heather Vermillion,Throws,,,Fr.,"Visalia, CA",Redwood,,2011-12,womens track and field
42,Hannah Wallace,Jumps,,,Jr.,"Whitefish Bay, WI",Whitefish Bay,,2011-12,womens track and field
43,Lauren Waterbury,Sprints,,,Fr.,"St. Louis, MO",MICDS,,2011-12,womens track and field
44,Jocelyn West,Jumps,,,Jr.,"Fort Mohave, AZ",r Jocelyn West,,2011-12,womens track and field
0,Morayo Akande,Jumps,,,Fr.,"Robinson, IL",North Central,,2012-13,womens track and field
1,Niina Al-Hassan,Sprints,,,Jr.,"Secaucus, NJ",Pullman High School,,2012-13,womens track and field
2,Kelsey Albright,Distance,,,Jr.,"Topsfield, MA",Brooks School,,2012-13,womens track and field
3,Holleigh Bergstrom,Throws,,,Jr.,"Eugene, OR",Mount Spokane,,2012-13,womens track and field
4,Amara Berry,Sprints,,,Fr.,"Los Angeles, CA",Vivian Webb School,,2012-13,womens track and field
5,Victoria Buhr,Throws,,,Jr.,"Cheboygan, MI",Cheboygan Area,,2012-13,womens track and field
6,Julia Cabrales,Sprints,,,Fr.,"Mission Viejo, CA",Mission Viejo,,2012-13,womens track and field
7,Heidi Caldwell,Distance,,,Jr.,"Hanover, NH",Hanover,,2012-13,womens track and field
8,Chelsie Churchill,Jumps,,,Fr.,"Mission Viejo, CA",St. Margaret's Episcopal,,2012-13,womens track and field
9,Margaret Connelly,Distance,,,Jr.,"Chicago, IL",Fenwick,,2012-13,womens track and field
10,Alexandra Conway,Distance,,,So.,"Manchester, NH",Central High School,,2012-13,womens track and field
11,Lacey Craker,Throws,,,Sr.,"Baraboo, WI",Baraboo,,2012-13,womens track and field
12,Brienna Crimmins,Jumps,,,Jr.,"Sacramento, CA",Rosemont,,2012-13,womens track and field
13,Efe Cudjoe,Sprints,,,So.,"Fort Myers, FL",Fort Myers,,2012-13,womens track and field
14,Kebbeh Darpolor,Throws,,,Fr.,"Pecos, TX",Pecos High School,,2012-13,womens track and field
15,Audrey Davis,Distance,,,Jr.,"Galion, OH",Galion,,2012-13,womens track and field
16,Jordan DeLoach,Sprints,,,So.,"Bowie, MD",Queen Anne School,,2012-13,womens track and field
17,Katherine DeSimone,Distance,,,Jr.,"Fort Wayne, IN",Canterbury,,2012-13,womens track and field
18,Jessica Eason,Throws,,,Jr.,"Boston, MA",Mansfield,,2012-13,womens track and field
19,Leah Eickhoff,Distance,,,So.,"Hanover, NH",Hanover,,2012-13,womens track and field
20,Melanie Fineman,Distance,,,Jr.,"Newton, MA",Newton South,,2012-13,womens track and field
21,Karla Ganley,Jumps,,,Fr.,"Wellesley, MA",Wellesley High School,,2012-13,womens track and field
22,Gabrielle Gennaci,Jumps,,,So.,"Boca Raton, FL",Boca Raton Community High School,,2012-13,womens track and field
23,Katharine Grimes,Distance,,,Jr.,"Chatham, NJ",Chatham,,2012-13,womens track and field
24,Phoebe Hopkins,Sprints,,,So.,"Northampton, MA",Northampton High School,,2012-13,womens track and field
25,Abigail Jones,Distance,,,So.,"Barrington, RI",Barrington,,2012-13,womens track and field
26,Karoliina Kase,Throws,,,So.,"Tartu, Estonia",r Karoliina Kase,,2012-13,womens track and field
